product_key,product_id,product_name,category,subcategory,brand,mrp,standard_cost,standard_margin_pct,price_band,is_perishable,is_active,launch_year
502,502,Skincare Model 639,Beauty,Skincare,Brand19,2956.0,1213.0,58.96,Mid-Range,0,1,2018
503,503,Skincare Model 634,Beauty,Skincare,Brand09,1193.0,689.0,42.25,Mid-Range,0,1,2015
504,504,Snacks Model 515,Grocery,Snacks,Brand43,1235.0,717.0,41.94,Mid-Range,1,1,2018
505,505,Furniture Model 458,Home & Kitchen,Furniture,Brand28,34305.0,14525.0,57.66,Luxury,0,1,2016
506,506,Tablets Model 242,Electronics,Tablets,Brand43,7930.0,4512.0,43.1,Premium,0,1,2022
507,507,Laptops Model 700,Electronics,Laptops,Brand42,106108.0,51685.0,51.29,Luxury,0,1,2019
508,508,Women Clothing Model 265,Fashion,Women Clothing,Brand25,12171.0,7185.0,40.97,Premium,0,1,2020
509,509,Cricket Model 628,Sports,Cricket,Brand34,2895.0,1450.0,49.91,Mid-Range,0,0,2018
510,510,Staples Model 898,Grocery,Staples,Brand15,1554.0,666.0,57.14,Mid-Range,1,1,2022
511,511,Fragrances Model 403,Beauty,Fragrances,Brand27,4473.0,2903.0,35.1,Mid-Range,0,1,2016
512,512,Appliances Model 790,Home & Kitchen,Appliances,Brand01,42607.0,24805.0,41.78,Luxury,0,1,2020
513,513,Laptops Model 839,Electronics,Laptops,Brand27,73916.0,37897.0,48.73,Luxury,0,1,2022
514,514,Bedding Model 501,Home & Kitchen,Bedding,Brand21,40252.0,23088.0,42.64,Luxury,0,1,2019
515,515,Makeup Model 469,Beauty,Makeup,Brand45,3866.0,1853.0,52.07,Mid-Range,0,1,2022
516,516,Dairy Model 578,Grocery,Dairy,Brand27,1825.0,898.0,50.79,Mid-Range,1,1,2018
517,517,Football Model 738,Sports,Football,Brand45,10092.0,5030.0,50.16,Premium,0,1,2018
518,518,Bedding Model 460,Home & Kitchen,Bedding,Brand48,28221.0,16942.0,39.97,Luxury,0,1,2022
519,519,Cricket Model 433,Sports,Cricket,Brand33,18051.0,10093.0,44.09,Premium,0,1,2018
520,520,Haircare Model 646,Beauty,Haircare,Brand27,4144.0,1711.0,58.71,Mid-Range,0,1,2019
521,521,Skincare Model 435,Beauty,Skincare,Brand30,4411.0,1820.0,58.74,Mid-Range,0,1,2016
522,522,Dairy Model 108,Grocery,Dairy,Brand44,779.0,371.0,52.37,Mid-Range,1,1,2020
523,523,Tablets Model 320,Electronics,Tablets,Brand04,94066.0,53953.0,42.64,Luxury,0,1,2018
524,524,Dairy Model 351,Grocery,Dairy,Brand28,1016.0,502.0,50.59,Mid-Range,1,1,2017
525,525,Women Clothing Model 247,Fashion,Women Clothing,Brand27,9713.0,6229.0,35.87,Premium,0,1,2017
526,526,Fitness Equipment Model 210,Sports,Fitness Equipment,Brand17,26444.0,16665.0,36.98,Luxury,0,1,2017
527,527,Headphones Model 492,Electronics,Headphones,Brand02,18548.0,10778.0,41.89,Premium,0,1,2017
528,528,Fragrances Model 763,Beauty,Fragrances,Brand14,1030.0,624.0,39.42,Mid-Range,0,1,2022
529,529,Makeup Model 956,Beauty,Makeup,Brand24,2668.0,1120.0,58.02,Mid-Range,0,1,2018
530,530,Bedding Model 583,Home & Kitchen,Bedding,Brand49,8408.0,4116.0,51.05,Premium,0,1,2021
531,531,Fitness Equipment Model 191,Sports,Fitness Equipment,Brand21,21226.0,11148.0,47.48,Premium,0,1,2015
532,532,Laptops Model 216,Electronics,Laptops,Brand28,110711.0,69790.0,36.96,Luxury,0,1,2021
533,533,Bedding Model 398,Home & Kitchen,Bedding,Brand50,22002.0,13042.0,40.72,Premium,0,1,2020
534,534,Footwear Model 643,Fashion,Footwear,Brand35,11733.0,7597.0,35.25,Premium,0,1,2019
535,535,Appliances Model 668,Home & Kitchen,Appliances,Brand15,40254.0,22645.0,43.74,Luxury,0,1,2017
536,536,Men Clothing Model 263,Fashion,Men Clothing,Brand13,11065.0,6892.0,37.71,Premium,0,0,2020
537,537,Staples Model 580,Grocery,Staples,Brand11,1159.0,541.0,53.32,Mid-Range,1,1,2017
538,538,Staples Model 677,Grocery,Staples,Brand28,1622.0,664.0,59.06,Mid-Range,1,1,2019
539,539,Laptops Model 626,Electronics,Laptops,Brand45,2822.0,1718.0,39.12,Mid-Range,0,1,2020
540,540,Beverages Model 995,Grocery,Beverages,Brand28,729.0,302.0,58.57,Mid-Range,1,1,2019
541,541,Appliances Model 636,Home & Kitchen,Appliances,Brand09,19149.0,8165.0,57.36,Premium,0,1,2021
542,542,Tablets Model 360,Electronics,Tablets,Brand21,108179.0,60253.0,44.3,Luxury,0,1,2017
543,543,Haircare Model 959,Beauty,Haircare,Brand17,504.0,297.0,41.07,Mid-Range,0,0,2021
544,544,Cookware Model 257,Home & Kitchen,Cookware,Brand25,8643.0,3833.0,55.65,Premium,0,1,2021
545,545,Headphones Model 214,Electronics,Headphones,Brand05,65234.0,26678.0,59.1,Luxury,0,1,2020
546,546,Cookware Model 295,Home & Kitchen,Cookware,Brand25,27488.0,12351.0,55.07,Luxury,0,1,2019
547,547,Beverages Model 417,Grocery,Beverages,Brand44,1704.0,857.0,49.71,Mid-Range,1,1,2019
548,548,Outdoor Model 904,Sports,Outdoor,Brand22,1455.0,616.0,57.66,Mid-Range,0,1,2017
549,549,Furniture Model 403,Home & Kitchen,Furniture,Brand47,31135.0,17396.0,44.13,Luxury,0,1,2021
550,550,Headphones Model 300,Electronics,Headphones,Brand28,38775.0,16581.0,57.24,Luxury,0,1,2019
551,551,Headphones Model 322,Electronics,Headphones,Brand44,94694.0,45760.0,51.68,Luxury,0,1,2015
552,552,Haircare Model 204,Beauty,Haircare,Brand19,356.0,210.0,41.01,Budget,0,0,2019
553,553,Mobile Phones Model 768,Electronics,Mobile Phones,Brand05,90031.0,54293.0,39.7,Luxury,0,1,2019
554,554,Beverages Model 266,Grocery,Beverages,Brand23,1423.0,904.0,36.47,Mid-Range,1,1,2022
555,555,Outdoor Model 298,Sports,Outdoor,Brand47,19765.0,12532.0,36.59,Premium,0,1,2018
556,556,Haircare Model 935,Beauty,Haircare,Brand24,2420.0,1557.0,35.66,Mid-Range,0,1,2021
557,557,Snacks Model 738,Grocery,Snacks,Brand07,1104.0,609.0,44.84,Mid-Range,1,1,2016
558,558,Accessories Model 111,Fashion,Accessories,Brand18,11984.0,5276.0,55.97,Premium,0,0,2022
559,559,Cricket Model 304,Sports,Cricket,Brand08,23830.0,12855.0,46.06,Premium,0,1,2019
560,560,Cricket Model 338,Sports,Cricket,Brand05,28650.0,12569.0,56.13,Luxury,0,0,2021
561,561,Skincare Model 413,Beauty,Skincare,Brand29,4798.0,2110.0,56.02,Mid-Range,0,1,2019
562,562,Cookware Model 648,Home & Kitchen,Cookware,Brand13,25490.0,12095.0,52.55,Luxury,0,1,2016
563,563,Beverages Model 532,Grocery,Beverages,Brand15,607.0,318.0,47.61,Mid-Range,1,1,2020
564,564,Women Clothing Model 481,Fashion,Women Clothing,Brand38,6425.0,3053.0,52.48,Premium,0,1,2017
565,565,Staples Model 300,Grocery,Staples,Brand03,325.0,142.0,56.31,Budget,1,1,2019
566,566,Beverages Model 512,Grocery,Beverages,Brand16,672.0,375.0,44.2,Mid-Range,1,0,2015
567,567,Haircare Model 184,Beauty,Haircare,Brand27,1775.0,1104.0,37.8,Mid-Range,0,1,2021
568,568,Tablets Model 287,Electronics,Tablets,Brand19,47141.0,23263.0,50.65,Luxury,0,1,2015
569,569,Men Clothing Model 430,Fashion,Men Clothing,Brand27,504.0,239.0,52.58,Mid-Range,0,1,2015
570,570,Beverages Model 467,Grocery,Beverages,Brand22,1930.0,1232.0,36.17,Mid-Range,1,1,2019
571,571,Mobile Phones Model 503,Electronics,Mobile Phones,Brand25,15313.0,8407.0,45.1,Premium,0,1,2016
572,572,Makeup Model 665,Beauty,Makeup,Brand03,3659.0,1933.0,47.17,Mid-Range,0,1,2017
573,573,Tablets Model 554,Electronics,Tablets,Brand28,97386.0,53041.0,45.54,Luxury,0,1,2021
574,574,Headphones Model 343,Electronics,Headphones,Brand48,81823.0,48449.0,40.79,Luxury,0,1,2017
575,575,Cricket Model 395,Sports,Cricket,Brand03,28666.0,12746.0,55.54,Luxury,0,1,2015
576,576,Staples Model 411,Grocery,Staples,Brand05,1906.0,814.0,57.29,Mid-Range,1,1,2020
577,577,Women Clothing Model 290,Fashion,Women Clothing,Brand01,3952.0,2130.0,46.1,Mid-Range,0,1,2019
578,578,Football Model 279,Sports,Football,Brand12,20625.0,10960.0,46.86,Premium,0,1,2017
579,579,Beverages Model 906,Grocery,Beverages,Brand23,207.0,87.0,57.97,Budget,1,1,2021
580,580,Headphones Model 346,Electronics,Headphones,Brand16,52050.0,29417.0,43.48,Luxury,0,1,2020
581,581,Fitness Equipment Model 515,Sports,Fitness Equipment,Brand14,13746.0,6949.0,49.45,Premium,0,0,2018
582,582,Staples Model 652,Grocery,Staples,Brand17,80.0,38.0,52.5,Budget,1,1,2019
583,583,Cricket Model 986,Sports,Cricket,Brand50,27499.0,16901.0,38.54,Luxury,0,1,2015
584,584,Skincare Model 480,Beauty,Skincare,Brand26,1969.0,852.0,56.73,Mid-Range,0,1,2021
585,585,Headphones Model 613,Electronics,Headphones,Brand34,55208.0,28671.0,48.07,Luxury,0,1,2021
586,586,Makeup Model 101,Beauty,Makeup,Brand18,1561.0,646.0,58.62,Mid-Range,0,1,2015
587,587,Staples Model 373,Grocery,Staples,Brand19,135.0,57.0,57.78,Budget,1,1,2018
588,588,Bedding Model 846,Home & Kitchen,Bedding,Brand44,11150.0,5026.0,54.92,Premium,0,1,2018
589,589,Appliances Model 980,Home & Kitchen,Appliances,Brand02,49109.0,26445.0,46.15,Luxury,0,1,2022
590,590,Staples Model 970,Grocery,Staples,Brand18,800.0,473.0,40.88,Mid-Range,1,1,2017
591,591,Football Model 524,Sports,Football,Brand42,19792.0,11296.0,42.93,Premium,0,1,2019
592,592,Men Clothing Model 510,Fashion,Men Clothing,Brand10,7574.0,3065.0,59.53,Premium,0,1,2016
593,593,Football Model 345,Sports,Football,Brand35,3129.0,1734.0,44.58,Mid-Range,0,1,2021
594,594,Women Clothing Model 595,Fashion,Women Clothing,Brand22,7387.0,3730.0,49.51,Premium,0,0,2018
595,595,Laptops Model 824,Electronics,Laptops,Brand08,70135.0,29801.0,57.51,Luxury,0,1,2021
596,596,Men Clothing Model 994,Fashion,Men Clothing,Brand08,6761.0,4355.0,35.59,Premium,0,1,2020
597,597,Football Model 458,Sports,Football,Brand07,15405.0,9583.0,37.79,Premium,0,1,2020
598,598,Appliances Model 831,Home & Kitchen,Appliances,Brand47,3985.0,2284.0,42.69,Mid-Range,0,0,2018
599,599,Women Clothing Model 626,Fashion,Women Clothing,Brand29,14606.0,6206.0,57.51,Premium,0,1,2022
600,600,Tablets Model 425,Electronics,Tablets,Brand20,77058.0,31110.0,59.63,Luxury,0,1,2018
601,601,Furniture Model 657,Home & Kitchen,Furniture,Brand31,11631.0,6004.0,48.38,Premium,0,1,2022
602,602,Bedding Model 634,Home & Kitchen,Bedding,Brand28,20585.0,10637.0,48.33,Premium,0,1,2021
603,603,Cricket Model 340,Sports,Cricket,Brand20,24898.0,14302.0,42.56,Premium,0,1,2017
604,604,Haircare Model 481,Beauty,Haircare,Brand17,4409.0,2840.0,35.59,Mid-Range,0,1,2019
605,605,Mobile Phones Model 189,Electronics,Mobile Phones,Brand25,114252.0,58213.0,49.05,Luxury,0,1,2021
606,606,Women Clothing Model 281,Fashion,Women Clothing,Brand03,321.0,185.0,42.37,Budget,0,1,2017
607,607,Footwear Model 855,Fashion,Footwear,Brand10,7586.0,3585.0,52.74,Premium,0,1,2019
608,608,Outdoor Model 605,Sports,Outdoor,Brand06,26937.0,17361.0,35.55,Luxury,0,1,2021
609,609,Football Model 685,Sports,Football,Brand07,4889.0,2123.0,56.58,Mid-Range,0,1,2020
610,610,Skincare Model 932,Beauty,Skincare,Brand28,3757.0,1976.0,47.4,Mid-Range,0,1,2015
611,611,Beverages Model 517,Grocery,Beverages,Brand32,433.0,244.0,43.65,Budget,1,1,2015
612,612,Women Clothing Model 985,Fashion,Women Clothing,Brand39,4887.0,2720.0,44.34,Mid-Range,0,1,2017
613,613,Footwear Model 942,Fashion,Footwear,Brand01,12657.0,7239.0,42.81,Premium,0,0,2018
614,614,Football Model 220,Sports,Football,Brand20,10753.0,6848.0,36.32,Premium,0,1,2018
615,615,Fitness Equipment Model 296,Sports,Fitness Equipment,Brand32,7450.0,4744.0,36.32,Premium,0,0,2019
616,616,Appliances Model 181,Home & Kitchen,Appliances,Brand44,14320.0,5795.0,59.53,Premium,0,1,2016
617,617,Footwear Model 108,Fashion,Footwear,Brand38,2166.0,919.0,57.57,Mid-Range,0,1,2018
618,618,Cricket Model 743,Sports,Cricket,Brand47,24117.0,11176.0,53.66,Premium,0,0,2017
619,619,Skincare Model 277,Beauty,Skincare,Brand38,2448.0,1508.0,38.4,Mid-Range,0,1,2022
620,620,Headphones Model 330,Electronics,Headphones,Brand35,39817.0,20978.0,47.31,Luxury,0,1,2020
621,621,Beverages Model 553,Grocery,Beverages,Brand44,833.0,495.0,40.58,Mid-Range,1,1,2016
622,622,Makeup Model 949,Beauty,Makeup,Brand26,3018.0,1688.0,44.07,Mid-Range,0,1,2016
623,623,Makeup Model 741,Beauty,Makeup,Brand16,3210.0,1580.0,50.78,Mid-Range,0,1,2017
624,624,Dairy Model 637,Grocery,Dairy,Brand11,1170.0,589.0,49.66,Mid-Range,1,1,2015
625,625,Accessories Model 266,Fashion,Accessories,Brand06,2352.0,1273.0,45.88,Mid-Range,0,1,2022
626,626,Cookware Model 358,Home & Kitchen,Cookware,Brand49,4783.0,2251.0,52.94,Mid-Range,0,1,2015
627,627,Smart TV Model 402,Electronics,Smart TV,Brand04,38073.0,24405.0,35.9,Luxury,0,1,2017
628,628,Staples Model 880,Grocery,Staples,Brand08,1892.0,886.0,53.17,Mid-Range,1,1,2022
629,629,Makeup Model 353,Beauty,Makeup,Brand19,1640.0,890.0,45.73,Mid-Range,0,1,2017
630,630,Outdoor Model 674,Sports,Outdoor,Brand30,23204.0,9872.0,57.46,Premium,0,1,2016
631,631,Haircare Model 799,Beauty,Haircare,Brand28,3619.0,1483.0,59.02,Mid-Range,0,1,2015
632,632,Beverages Model 306,Grocery,Beverages,Brand28,1974.0,891.0,54.86,Mid-Range,1,1,2016
633,633,Staples Model 995,Grocery,Staples,Brand17,1529.0,832.0,45.59,Mid-Range,1,1,2015
634,634,Outdoor Model 413,Sports,Outdoor,Brand42,28007.0,13706.0,51.06,Luxury,0,1,2021
635,635,Football Model 610,Sports,Football,Brand23,14956.0,7097.0,52.55,Premium,0,0,2021
636,636,Dairy Model 924,Grocery,Dairy,Brand33,177.0,89.0,49.72,Budget,1,1,2017
637,637,Furniture Model 441,Home & Kitchen,Furniture,Brand41,47812.0,25401.0,46.87,Luxury,0,1,2021
638,638,Beverages Model 955,Grocery,Beverages,Brand27,644.0,260.0,59.63,Mid-Range,1,1,2021
639,639,Dairy Model 953,Grocery,Dairy,Brand27,1391.0,759.0,45.43,Mid-Range,1,1,2017
640,640,Fitness Equipment Model 528,Sports,Fitness Equipment,Brand28,11043.0,4955.0,55.13,Premium,0,1,2016
641,641,Outdoor Model 265,Sports,Outdoor,Brand15,16793.0,6758.0,59.76,Premium,0,0,2018
642,642,Women Clothing Model 490,Fashion,Women Clothing,Brand14,4301.0,2430.0,43.5,Mid-Range,0,1,2022
643,643,Cookware Model 808,Home & Kitchen,Cookware,Brand01,11980.0,7165.0,40.19,Premium,0,1,2015
644,644,Laptops Model 705,Electronics,Laptops,Brand23,109635.0,53204.0,51.47,Luxury,0,1,2020
645,645,Accessories Model 419,Fashion,Accessories,Brand11,292.0,161.0,44.86,Budget,0,0,2015
646,646,Tablets Model 815,Electronics,Tablets,Brand17,36689.0,23187.0,36.8,Luxury,0,1,2019
647,647,Smart TV Model 437,Electronics,Smart TV,Brand25,116431.0,52909.0,54.56,Luxury,0,1,2018
648,648,Footwear Model 822,Fashion,Footwear,Brand13,2672.0,1725.0,35.44,Mid-Range,0,1,2017
649,649,Accessories Model 134,Fashion,Accessories,Brand44,14595.0,7831.0,46.34,Premium,0,0,2017
650,650,Smart TV Model 660,Electronics,Smart TV,Brand33,56458.0,30012.0,46.84,Luxury,0,1,2015
651,651,Football Model 965,Sports,Football,Brand13,9770.0,3934.0,59.73,Premium,0,0,2022
652,652,Appliances Model 919,Home & Kitchen,Appliances,Brand21,15826.0,8061.0,49.06,Premium,0,1,2022
653,653,Cricket Model 712,Sports,Cricket,Brand20,15092.0,7243.0,52.01,Premium,0,1,2018
654,654,Appliances Model 434,Home & Kitchen,Appliances,Brand08,9559.0,6105.0,36.13,Premium,0,1,2016
655,655,Football Model 895,Sports,Football,Brand39,23782.0,11843.0,50.2,Premium,0,1,2016
656,656,Cricket Model 247,Sports,Cricket,Brand10,15952.0,9519.0,40.33,Premium,0,1,2019
657,657,Fitness Equipment Model 914,Sports,Fitness Equipment,Brand08,23192.0,11708.0,49.52,Premium,0,1,2015
658,658,Tablets Model 832,Electronics,Tablets,Brand13,45612.0,27965.0,38.69,Luxury,0,1,2021
659,659,Cricket Model 136,Sports,Cricket,Brand44,29226.0,11951.0,59.11,Luxury,0,1,2019
660,660,Furniture Model 568,Home & Kitchen,Furniture,Brand38,25045.0,10643.0,57.5,Luxury,0,1,2017
661,661,Football Model 513,Sports,Football,Brand19,13955.0,7063.0,49.39,Premium,0,1,2020
662,662,Footwear Model 754,Fashion,Footwear,Brand33,7658.0,3202.0,58.19,Premium,0,1,2018
663,663,Men Clothing Model 630,Fashion,Men Clothing,Brand05,2660.0,1285.0,51.69,Mid-Range,0,1,2020
664,664,Mobile Phones Model 644,Electronics,Mobile Phones,Brand47,48648.0,22623.0,53.5,Luxury,0,1,2021
665,665,Makeup Model 885,Beauty,Makeup,Brand30,2021.0,992.0,50.92,Mid-Range,0,1,2016
666,666,Fragrances Model 648,Beauty,Fragrances,Brand34,1638.0,928.0,43.35,Mid-Range,0,1,2021
667,667,Staples Model 640,Grocery,Staples,Brand21,791.0,454.0,42.6,Mid-Range,1,1,2016
668,668,Smart TV Model 662,Electronics,Smart TV,Brand37,70716.0,42953.0,39.26,Luxury,0,1,2019
669,669,Cookware Model 593,Home & Kitchen,Cookware,Brand41,36241.0,15619.0,56.9,Luxury,0,1,2020
670,670,Cookware Model 567,Home & Kitchen,Cookware,Brand49,41742.0,17682.0,57.64,Luxury,0,1,2020
671,671,Accessories Model 527,Fashion,Accessories,Brand40,2597.0,1109.0,57.3,Mid-Range,0,1,2017
672,672,Staples Model 420,Grocery,Staples,Brand24,1429.0,825.0,42.27,Mid-Range,1,1,2021
673,673,Cookware Model 315,Home & Kitchen,Cookware,Brand01,47067.0,19208.0,59.19,Luxury,0,1,2017
674,674,Staples Model 855,Grocery,Staples,Brand23,834.0,406.0,51.32,Mid-Range,1,1,2021
675,675,Football Model 629,Sports,Football,Brand48,21732.0,10388.0,52.2,Premium,0,1,2021
676,676,Football Model 240,Sports,Football,Brand34,19004.0,9484.0,50.09,Premium,0,1,2021
677,677,Dairy Model 920,Grocery,Dairy,Brand04,1182.0,498.0,57.87,Mid-Range,1,1,2015
678,678,Furniture Model 154,Home & Kitchen,Furniture,Brand39,2508.0,1315.0,47.57,Mid-Range,0,1,2020
679,679,Appliances Model 758,Home & Kitchen,Appliances,Brand35,28907.0,18687.0,35.35,Luxury,0,0,2016
680,680,Dairy Model 249,Grocery,Dairy,Brand36,949.0,391.0,58.8,Mid-Range,1,1,2015
681,681,Smart TV Model 305,Electronics,Smart TV,Brand02,70676.0,37599.0,46.8,Luxury,0,1,2020
682,682,Fragrances Model 664,Beauty,Fragrances,Brand39,1997.0,893.0,55.28,Mid-Range,0,0,2022
683,683,Fitness Equipment Model 883,Sports,Fitness Equipment,Brand38,20935.0,11336.0,45.85,Premium,0,1,2020
684,684,Beverages Model 688,Grocery,Beverages,Brand31,1500.0,913.0,39.13,Mid-Range,1,1,2017
685,685,Tablets Model 915,Electronics,Tablets,Brand35,108654.0,70578.0,35.04,Luxury,0,1,2017
686,686,Fitness Equipment Model 596,Sports,Fitness Equipment,Brand27,9937.0,4897.0,50.72,Premium,0,0,2017
687,687,Bedding Model 383,Home & Kitchen,Bedding,Brand16,47259.0,27967.0,40.82,Luxury,0,1,2020
688,688,Snacks Model 725,Grocery,Snacks,Brand50,1272.0,575.0,54.8,Mid-Range,1,1,2022
689,689,Women Clothing Model 285,Fashion,Women Clothing,Brand05,5626.0,3023.0,46.27,Premium,0,1,2019
690,690,Appliances Model 394,Home & Kitchen,Appliances,Brand49,18118.0,8408.0,53.59,Premium,0,1,2022
691,691,Staples Model 108,Grocery,Staples,Brand29,514.0,333.0,35.21,Mid-Range,1,1,2021
692,692,Mobile Phones Model 608,Electronics,Mobile Phones,Brand48,14785.0,9054.0,38.76,Premium,0,1,2021
693,693,Appliances Model 777,Home & Kitchen,Appliances,Brand50,48233.0,24708.0,48.77,Luxury,0,1,2019
694,694,Accessories Model 758,Fashion,Accessories,Brand41,2004.0,971.0,51.55,Mid-Range,0,1,2020
695,695,Dairy Model 553,Grocery,Dairy,Brand47,1215.0,743.0,38.85,Mid-Range,1,1,2022
696,696,Bedding Model 370,Home & Kitchen,Bedding,Brand42,14625.0,5960.0,59.25,Premium,0,1,2020
697,697,Tablets Model 252,Electronics,Tablets,Brand18,29845.0,16451.0,44.88,Luxury,0,1,2021
698,698,Cookware Model 748,Home & Kitchen,Cookware,Brand10,42833.0,23628.0,44.84,Luxury,0,1,2019
699,699,Staples Model 209,Grocery,Staples,Brand29,1815.0,743.0,59.06,Mid-Range,1,1,2017
700,700,Outdoor Model 477,Sports,Outdoor,Brand46,978.0,554.0,43.35,Mid-Range,0,0,2019
701,701,Snacks Model 447,Grocery,Snacks,Brand12,1084.0,651.0,39.94,Mid-Range,1,1,2019
702,702,Fitness Equipment Model 269,Sports,Fitness Equipment,Brand21,22547.0,10501.0,53.43,Premium,0,1,2017
703,703,Makeup Model 126,Beauty,Makeup,Brand08,3644.0,2186.0,40.01,Mid-Range,0,1,2022
704,704,Women Clothing Model 509,Fashion,Women Clothing,Brand17,6395.0,2817.0,55.95,Premium,0,1,2018
705,705,Cookware Model 887,Home & Kitchen,Cookware,Brand45,47620.0,24813.0,47.89,Luxury,0,1,2015
706,706,Cricket Model 723,Sports,Cricket,Brand48,2679.0,1531.0,42.85,Mid-Range,0,0,2017
707,707,Appliances Model 559,Home & Kitchen,Appliances,Brand20,48627.0,23213.0,52.26,Luxury,0,1,2022
708,708,Laptops Model 442,Electronics,Laptops,Brand39,89838.0,41582.0,53.71,Luxury,0,1,2016
709,709,Smart TV Model 110,Electronics,Smart TV,Brand22,71091.0,36273.0,48.98,Luxury,0,1,2020
710,710,Football Model 550,Sports,Football,Brand08,4655.0,1958.0,57.94,Mid-Range,0,1,2020
711,711,Haircare Model 789,Beauty,Haircare,Brand13,4363.0,2714.0,37.8,Mid-Range,0,1,2018
712,712,Footwear Model 568,Fashion,Footwear,Brand03,13049.0,8090.0,38.0,Premium,0,1,2018
713,713,Appliances Model 903,Home & Kitchen,Appliances,Brand19,32010.0,18167.0,43.25,Luxury,0,0,2019
714,714,Beverages Model 349,Grocery,Beverages,Brand35,1129.0,608.0,46.15,Mid-Range,1,1,2018
715,715,Mobile Phones Model 767,Electronics,Mobile Phones,Brand30,18780.0,10380.0,44.73,Premium,0,1,2019
716,716,Footwear Model 698,Fashion,Footwear,Brand35,6139.0,2895.0,52.84,Premium,0,1,2017
717,717,Footwear Model 855,Fashion,Footwear,Brand03,1626.0,724.0,55.47,Mid-Range,0,1,2021
718,718,Appliances Model 842,Home & Kitchen,Appliances,Brand20,24222.0,12124.0,49.95,Premium,0,1,2020
719,719,Haircare Model 742,Beauty,Haircare,Brand02,3730.0,1604.0,57.0,Mid-Range,0,1,2017
720,720,Laptops Model 236,Electronics,Laptops,Brand35,20196.0,11021.0,45.43,Premium,0,1,2022
721,721,Headphones Model 675,Electronics,Headphones,Brand30,50703.0,21164.0,58.26,Luxury,0,1,2020
722,722,Dairy Model 467,Grocery,Dairy,Brand05,1139.0,732.0,35.73,Mid-Range,1,1,2016
723,723,Tablets Model 344,Electronics,Tablets,Brand28,103656.0,46149.0,55.48,Luxury,0,1,2020
724,724,Beverages Model 323,Grocery,Beverages,Brand12,316.0,195.0,38.29,Budget,1,1,2015
725,725,Snacks Model 358,Grocery,Snacks,Brand28,998.0,400.0,59.92,Mid-Range,1,1,2021
726,726,Snacks Model 923,Grocery,Snacks,Brand09,1857.0,745.0,59.88,Mid-Range,1,1,2020
727,727,Haircare Model 732,Beauty,Haircare,Brand11,336.0,203.0,39.58,Budget,0,1,2015
728,728,Smart TV Model 412,Electronics,Smart TV,Brand01,117492.0,54183.0,53.88,Luxury,0,1,2021
729,729,Accessories Model 509,Fashion,Accessories,Brand29,2042.0,1168.0,42.8,Mid-Range,0,0,2015
730,730,Beverages Model 256,Grocery,Beverages,Brand03,1957.0,947.0,51.61,Mid-Range,1,1,2016
731,731,Skincare Model 448,Beauty,Skincare,Brand29,675.0,321.0,52.44,Mid-Range,0,1,2018
732,732,Cricket Model 634,Sports,Cricket,Brand07,3439.0,1964.0,42.89,Mid-Range,0,1,2017
733,733,Beverages Model 990,Grocery,Beverages,Brand05,1879.0,1010.0,46.25,Mid-Range,1,1,2022
734,734,Appliances Model 835,Home & Kitchen,Appliances,Brand01,437.0,198.0,54.69,Budget,0,1,2017
735,735,Footwear Model 652,Fashion,Footwear,Brand01,4965.0,3105.0,37.46,Mid-Range,0,1,2020
736,736,Smart TV Model 870,Electronics,Smart TV,Brand32,42942.0,18692.0,56.47,Luxury,0,1,2022
737,737,Smart TV Model 321,Electronics,Smart TV,Brand08,105109.0,50590.0,51.87,Luxury,0,1,2017
738,738,Cricket Model 368,Sports,Cricket,Brand09,29037.0,13551.0,53.33,Luxury,0,1,2018
739,739,Haircare Model 569,Beauty,Haircare,Brand01,2534.0,1553.0,38.71,Mid-Range,0,0,2019
740,740,Fitness Equipment Model 422,Sports,Fitness Equipment,Brand07,18689.0,11031.0,40.98,Premium,0,1,2022
741,741,Headphones Model 891,Electronics,Headphones,Brand18,104417.0,55973.0,46.39,Luxury,0,0,2019
742,742,Bedding Model 377,Home & Kitchen,Bedding,Brand23,8685.0,4604.0,46.99,Premium,0,1,2015
743,743,Dairy Model 990,Grocery,Dairy,Brand07,1992.0,1186.0,40.46,Mid-Range,1,1,2015
744,744,Laptops Model 453,Electronics,Laptops,Brand16,60371.0,31235.0,48.26,Luxury,0,1,2016
745,745,Men Clothing Model 928,Fashion,Men Clothing,Brand12,14656.0,6499.0,55.66,Premium,0,0,2018
746,746,Footwear Model 151,Fashion,Footwear,Brand46,13235.0,8463.0,36.06,Premium,0,1,2021
747,747,Fitness Equipment Model 403,Sports,Fitness Equipment,Brand07,23037.0,11322.0,50.85,Premium,0,1,2017
748,748,Dairy Model 388,Grocery,Dairy,Brand02,1680.0,1037.0,38.27,Mid-Range,1,1,2021
749,749,Makeup Model 260,Beauty,Makeup,Brand28,4800.0,2146.0,55.29,Mid-Range,0,1,2020
750,750,Beverages Model 515,Grocery,Beverages,Brand28,1792.0,924.0,48.44,Mid-Range,1,1,2016
751,751,Bedding Model 241,Home & Kitchen,Bedding,Brand39,45746.0,26081.0,42.99,Luxury,0,1,2017
752,752,Football Model 139,Sports,Football,Brand42,20941.0,9204.0,56.05,Premium,0,1,2015
753,753,Fragrances Model 926,Beauty,Fragrances,Brand36,2866.0,1247.0,56.49,Mid-Range,0,1,2019
