src_product_id,product_name,category,subcategory,brand,mrp,standard_cost,weight_kg,is_perishable,reorder_level,supplier_code,launch_date,is_active,etl_load_date
420,Haircare Model 254,Beauty,Haircare,Brand33,2693.0,1480.0,17.12,0,46,SUP053,2020-02-21,1,2026-05-24
421,Makeup Model 146,Beauty,Makeup,Brand01,2049.0,1281.0,5.08,0,19,SUP086,2018-08-03,1,2026-05-24
422,Furniture Model 892,Home & Kitchen,Furniture,Brand36,29156.0,14765.0,14.72,0,88,SUP076,2017-03-18,1,2026-05-24
423,Appliances Model 161,Home & Kitchen,Appliances,Brand26,32282.0,17683.0,14.61,0,79,SUP005,2017-07-14,0,2026-05-24
424,Skincare Model 140,Beauty,Skincare,Brand21,2229.0,1337.0,7.39,0,88,SUP086,2021-10-22,0,2026-05-24
425,Bedding Model 882,Home & Kitchen,Bedding,Brand28,12514.0,6248.0,5.06,0,70,SUP053,2019-09-03,1,2026-05-24
426,Makeup Model 300,Beauty,Makeup,Brand45,1388.0,834.0,15.49,0,72,SUP085,2015-05-12,1,2026-05-24
427,Fragrances Model 562,Beauty,Fragrances,Brand17,3184.0,1585.0,1.24,0,23,SUP077,2021-01-19,1,2026-05-24
428,Appliances Model 338,Home & Kitchen,Appliances,Brand25,11718.0,7233.0,7.69,0,100,SUP079,2017-06-11,1,2026-05-24
429,Skincare Model 239,Beauty,Skincare,Brand18,1933.0,1116.0,9.98,0,96,SUP055,2015-11-17,1,2026-05-24
430,Outdoor Model 313,Sports,Outdoor,Brand36,19868.0,11679.0,13.77,0,22,SUP045,2015-02-20,1,2026-05-24
431,Outdoor Model 451,Sports,Outdoor,Brand36,24615.0,11478.0,0.52,0,80,SUP003,2021-01-30,1,2026-05-24
432,Outdoor Model 748,Sports,Outdoor,Brand05,9617.0,5961.0,15.12,0,88,SUP020,2022-11-02,0,2026-05-24
433,Mobile Phones Model 666,Electronics,Mobile Phones,Brand04,74249.0,31561.0,1.62,0,81,SUP025,2022-03-20,1,2026-05-24
434,Furniture Model 440,Home & Kitchen,Furniture,Brand05,45206.0,26805.0,0.96,0,99,SUP025,2019-03-27,1,2026-05-24
435,Tablets Model 587,Electronics,Tablets,Brand09,18664.0,7866.0,14.99,0,16,SUP055,2017-04-01,1,2026-05-24
436,Bedding Model 268,Home & Kitchen,Bedding,Brand38,12486.0,7950.0,14.44,0,68,SUP026,2016-06-02,1,2026-05-24
437,Staples Model 223,Grocery,Staples,Brand07,1763.0,873.0,0.56,1,21,SUP030,2017-05-13,0,2026-05-24
438,Mobile Phones Model 142,Electronics,Mobile Phones,Brand15,62369.0,25115.0,8.13,0,77,SUP066,2019-03-10,1,2026-05-24
439,Mobile Phones Model 224,Electronics,Mobile Phones,Brand03,34091.0,18620.0,14.4,0,80,SUP093,2015-02-09,1,2026-05-24
440,Men Clothing Model 844,Fashion,Men Clothing,Brand12,3289.0,1709.0,4.14,0,56,SUP001,2017-05-20,1,2026-05-24
441,Cookware Model 471,Home & Kitchen,Cookware,Brand23,10968.0,6774.0,17.27,0,49,SUP018,2018-12-16,1,2026-05-24
442,Fitness Equipment Model 198,Sports,Fitness Equipment,Brand02,29351.0,17212.0,18.66,0,98,SUP065,2015-06-07,1,2026-05-24
443,Snacks Model 443,Grocery,Snacks,Brand24,567.0,285.0,16.01,1,81,SUP065,2020-08-06,1,2026-05-24
444,Makeup Model 749,Beauty,Makeup,Brand09,398.0,223.0,13.01,0,28,SUP016,2015-05-14,0,2026-05-24
445,Appliances Model 593,Home & Kitchen,Appliances,Brand11,2618.0,1211.0,11.2,0,41,SUP048,2020-09-07,1,2026-05-24
446,Staples Model 583,Grocery,Staples,Brand21,689.0,287.0,19.08,1,23,SUP012,2016-12-05,1,2026-05-24
447,Fragrances Model 821,Beauty,Fragrances,Brand35,2516.0,1630.0,14.29,0,13,SUP080,2015-06-05,1,2026-05-24
448,Men Clothing Model 717,Fashion,Men Clothing,Brand10,12172.0,5942.0,0.91,0,10,SUP004,2016-04-07,1,2026-05-24
449,Men Clothing Model 713,Fashion,Men Clothing,Brand27,6855.0,3259.0,4.0,0,74,SUP022,2017-08-11,1,2026-05-24
450,Furniture Model 787,Home & Kitchen,Furniture,Brand15,14888.0,8774.0,11.61,0,91,SUP083,2020-12-17,1,2026-05-24
451,Cricket Model 423,Sports,Cricket,Brand31,5994.0,3394.0,19.43,0,98,SUP051,2022-10-24,1,2026-05-24
452,Fitness Equipment Model 957,Sports,Fitness Equipment,Brand04,22163.0,14378.0,0.32,0,98,SUP034,2021-10-03,1,2026-05-24
453,Haircare Model 114,Beauty,Haircare,Brand10,164.0,71.0,16.65,0,34,SUP069,2016-05-01,1,2026-05-24
454,Mobile Phones Model 808,Electronics,Mobile Phones,Brand06,110877.0,57973.0,18.42,0,28,SUP002,2021-07-05,0,2026-05-24
455,Accessories Model 913,Fashion,Accessories,Brand14,595.0,276.0,0.88,0,75,SUP033,2016-06-20,1,2026-05-24
456,Snacks Model 302,Grocery,Snacks,Brand18,1069.0,508.0,17.44,1,12,SUP083,2018-08-01,1,2026-05-24
457,Fitness Equipment Model 164,Sports,Fitness Equipment,Brand27,598.0,272.0,14.22,0,96,SUP040,2021-05-10,1,2026-05-24
458,Staples Model 555,Grocery,Staples,Brand18,862.0,383.0,7.62,1,34,SUP046,2020-12-05,1,2026-05-24
459,Beverages Model 441,Grocery,Beverages,Brand38,678.0,402.0,2.37,1,23,SUP030,2016-06-23,1,2026-05-24
460,Haircare Model 636,Beauty,Haircare,Brand01,1868.0,995.0,16.28,0,34,SUP059,2022-10-27,1,2026-05-24
461,Appliances Model 683,Home & Kitchen,Appliances,Brand20,22362.0,10321.0,11.44,0,95,SUP076,2019-06-05,0,2026-05-24
462,Women Clothing Model 773,Fashion,Women Clothing,Brand09,4475.0,2067.0,4.97,0,51,SUP037,2022-01-28,1,2026-05-24
463,Beverages Model 760,Grocery,Beverages,Brand17,1345.0,605.0,15.65,1,85,SUP032,2022-04-05,1,2026-05-24
464,Staples Model 705,Grocery,Staples,Brand23,1284.0,796.0,1.18,1,96,SUP090,2016-01-28,1,2026-05-24
465,Appliances Model 417,Home & Kitchen,Appliances,Brand37,36654.0,16259.0,8.86,0,14,SUP066,2021-11-27,1,2026-05-24
466,Furniture Model 508,Home & Kitchen,Furniture,Brand47,44987.0,22736.0,17.84,0,57,SUP083,2019-09-11,1,2026-05-24
467,Cookware Model 387,Home & Kitchen,Cookware,Brand21,4385.0,2633.0,11.84,0,16,SUP009,2015-09-05,0,2026-05-24
468,Snacks Model 381,Grocery,Snacks,Brand24,569.0,281.0,4.29,1,78,SUP013,2021-10-16,1,2026-05-24
469,Accessories Model 607,Fashion,Accessories,Brand34,4855.0,2952.0,1.33,0,53,SUP040,2020-12-07,1,2026-05-24
470,Laptops Model 926,Electronics,Laptops,Brand44,72489.0,43912.0,8.0,0,79,SUP013,2017-04-07,1,2026-05-24
471,Women Clothing Model 735,Fashion,Women Clothing,Brand44,10662.0,4502.0,8.74,0,50,SUP020,2017-09-26,1,2026-05-24
472,Football Model 303,Sports,Football,Brand15,29533.0,13676.0,10.61,0,98,SUP049,2017-07-23,1,2026-05-24
473,Beverages Model 508,Grocery,Beverages,Brand10,324.0,206.0,3.14,1,89,SUP061,2016-05-05,1,2026-05-24
474,Haircare Model 732,Beauty,Haircare,Brand47,1966.0,1157.0,16.29,0,30,SUP035,2020-01-09,0,2026-05-24
475,Appliances Model 536,Home & Kitchen,Appliances,Brand03,9839.0,4604.0,7.16,0,84,SUP030,2019-02-04,1,2026-05-24
476,Women Clothing Model 864,Fashion,Women Clothing,Brand25,5176.0,2926.0,12.9,0,61,SUP013,2022-10-05,1,2026-05-24
477,Cricket Model 453,Sports,Cricket,Brand46,11965.0,5561.0,10.4,0,60,SUP022,2021-07-19,1,2026-05-24
478,Headphones Model 465,Electronics,Headphones,Brand15,92569.0,59467.0,9.87,0,13,SUP058,2018-02-05,0,2026-05-24
479,Bedding Model 327,Home & Kitchen,Bedding,Brand17,47538.0,20343.0,18.96,0,30,SUP072,2018-08-28,1,2026-05-24
480,Furniture Model 465,Home & Kitchen,Furniture,Brand48,35919.0,15595.0,16.31,0,78,SUP019,2019-04-28,1,2026-05-24
481,Fitness Equipment Model 646,Sports,Fitness Equipment,Brand45,9164.0,3960.0,0.21,0,98,SUP001,2016-09-03,1,2026-05-24
482,Cricket Model 630,Sports,Cricket,Brand36,1925.0,907.0,6.78,0,57,SUP074,2022-10-04,1,2026-05-24
483,Appliances Model 530,Home & Kitchen,Appliances,Brand48,31457.0,19614.0,13.9,0,68,SUP084,2019-10-26,0,2026-05-24
484,Smart TV Model 843,Electronics,Smart TV,Brand36,114359.0,59717.0,6.93,0,32,SUP011,2020-03-25,1,2026-05-24
485,Furniture Model 427,Home & Kitchen,Furniture,Brand30,20646.0,11365.0,0.55,0,25,SUP029,2022-03-31,1,2026-05-24
486,Cookware Model 844,Home & Kitchen,Cookware,Brand04,2567.0,1357.0,0.19,0,84,SUP003,2015-03-26,1,2026-05-24
487,Cookware Model 410,Home & Kitchen,Cookware,Brand27,3906.0,1893.0,14.21,0,71,SUP086,2021-11-16,1,2026-05-24
488,Mobile Phones Model 919,Electronics,Mobile Phones,Brand22,64950.0,28234.0,16.8,0,73,SUP075,2022-10-18,1,2026-05-24
489,Football Model 195,Sports,Football,Brand33,25738.0,15264.0,16.22,0,10,SUP089,2022-03-09,1,2026-05-24
490,Headphones Model 810,Electronics,Headphones,Brand48,18014.0,11162.0,6.09,0,67,SUP004,2019-07-11,1,2026-05-24
491,Staples Model 946,Grocery,Staples,Brand41,88.0,50.0,3.85,1,62,SUP008,2020-05-11,1,2026-05-24
492,Haircare Model 604,Beauty,Haircare,Brand34,4893.0,3177.0,8.76,0,14,SUP006,2021-08-02,1,2026-05-24
493,Laptops Model 614,Electronics,Laptops,Brand09,119131.0,48746.0,11.47,0,12,SUP039,2021-02-16,0,2026-05-24
494,Staples Model 839,Grocery,Staples,Brand20,175.0,101.0,2.4,1,58,SUP013,2019-08-23,1,2026-05-24
495,Furniture Model 507,Home & Kitchen,Furniture,Brand06,34346.0,17200.0,3.5,0,65,SUP049,2015-11-21,1,2026-05-24
496,Footwear Model 492,Fashion,Footwear,Brand21,390.0,164.0,2.22,0,82,SUP066,2019-11-05,1,2026-05-24
497,Football Model 117,Sports,Football,Brand11,27747.0,14324.0,8.64,0,29,SUP007,2018-12-08,1,2026-05-24
498,Snacks Model 494,Grocery,Snacks,Brand34,1368.0,749.0,5.91,1,28,SUP083,2017-10-21,1,2026-05-24
499,Tablets Model 395,Electronics,Tablets,Brand18,48157.0,22489.0,2.32,0,26,SUP100,2017-06-16,1,2026-05-24
500,Footwear Model 589,Fashion,Footwear,Brand01,3073.0,1709.0,19.81,0,30,SUP035,2017-03-15,1,2026-05-24
501,Tablets Model 595,Electronics,Tablets,Brand01,107803.0,59733.0,3.78,0,92,SUP095,2016-01-15,1,2026-05-24
502,Skincare Model 639,Beauty,Skincare,Brand19,2956.0,1213.0,11.26,0,11,SUP093,2018-01-26,1,2026-05-24
503,Skincare Model 634,Beauty,Skincare,Brand09,1193.0,689.0,1.56,0,17,SUP002,2015-02-06,1,2026-05-24
504,Snacks Model 515,Grocery,Snacks,Brand43,1235.0,717.0,4.22,1,93,SUP013,2018-03-07,1,2026-05-24
505,Furniture Model 458,Home & Kitchen,Furniture,Brand28,34305.0,14525.0,8.84,0,37,SUP046,2016-08-21,1,2026-05-24
506,Tablets Model 242,Electronics,Tablets,Brand43,7930.0,4512.0,10.22,0,95,SUP040,2022-09-26,1,2026-05-24
507,Laptops Model 700,Electronics,Laptops,Brand42,106108.0,51685.0,0.85,0,28,SUP016,2019-05-14,1,2026-05-24
508,Women Clothing Model 265,Fashion,Women Clothing,Brand25,12171.0,7185.0,11.82,0,99,SUP091,2020-07-26,1,2026-05-24
509,Cricket Model 628,Sports,Cricket,Brand34,2895.0,1450.0,15.49,0,55,SUP032,2018-12-06,0,2026-05-24
510,Staples Model 898,Grocery,Staples,Brand15,1554.0,666.0,7.72,1,84,SUP038,2022-07-02,1,2026-05-24
511,Fragrances Model 403,Beauty,Fragrances,Brand27,4473.0,2903.0,8.05,0,69,SUP055,2016-07-01,1,2026-05-24
512,Appliances Model 790,Home & Kitchen,Appliances,Brand01,42607.0,24805.0,12.81,0,99,SUP089,2020-07-29,1,2026-05-24
513,Laptops Model 839,Electronics,Laptops,Brand27,73916.0,37897.0,10.57,0,25,SUP005,2022-07-03,1,2026-05-24
514,Bedding Model 501,Home & Kitchen,Bedding,Brand21,40252.0,23088.0,9.37,0,72,SUP093,2019-09-08,1,2026-05-24
515,Makeup Model 469,Beauty,Makeup,Brand45,3866.0,1853.0,2.06,0,81,SUP064,2022-06-24,1,2026-05-24
516,Dairy Model 578,Grocery,Dairy,Brand27,1825.0,898.0,18.16,1,17,SUP026,2018-12-22,1,2026-05-24
517,Football Model 738,Sports,Football,Brand45,10092.0,5030.0,16.98,0,65,SUP038,2018-02-22,1,2026-05-24
518,Bedding Model 460,Home & Kitchen,Bedding,Brand48,28221.0,16942.0,12.88,0,87,SUP061,2022-05-21,1,2026-05-24
519,Cricket Model 433,Sports,Cricket,Brand33,18051.0,10093.0,7.21,0,100,SUP035,2018-11-04,1,2026-05-24
520,Haircare Model 646,Beauty,Haircare,Brand27,4144.0,1711.0,15.07,0,85,SUP100,2019-09-07,1,2026-05-24
521,Skincare Model 435,Beauty,Skincare,Brand30,4411.0,1820.0,8.13,0,96,SUP059,2016-06-02,1,2026-05-24
522,Dairy Model 108,Grocery,Dairy,Brand44,779.0,371.0,3.46,1,94,SUP002,2020-06-16,1,2026-05-24
523,Tablets Model 320,Electronics,Tablets,Brand04,94066.0,53953.0,1.56,0,58,SUP004,2018-12-25,1,2026-05-24
524,Dairy Model 351,Grocery,Dairy,Brand28,1016.0,502.0,16.43,1,28,SUP076,2017-02-03,1,2026-05-24
525,Women Clothing Model 247,Fashion,Women Clothing,Brand27,9713.0,6229.0,7.87,0,62,SUP008,2017-08-30,1,2026-05-24
526,Fitness Equipment Model 210,Sports,Fitness Equipment,Brand17,26444.0,16665.0,16.26,0,28,SUP017,2017-09-02,1,2026-05-24
527,Headphones Model 492,Electronics,Headphones,Brand02,18548.0,10778.0,6.72,0,87,SUP049,2017-09-15,1,2026-05-24
528,Fragrances Model 763,Beauty,Fragrances,Brand14,1030.0,624.0,12.41,0,98,SUP053,2022-10-29,1,2026-05-24
529,Makeup Model 956,Beauty,Makeup,Brand24,2668.0,1120.0,3.48,0,80,SUP092,2018-11-27,1,2026-05-24
530,Bedding Model 583,Home & Kitchen,Bedding,Brand49,8408.0,4116.0,12.05,0,42,SUP088,2021-05-05,1,2026-05-24
531,Fitness Equipment Model 191,Sports,Fitness Equipment,Brand21,21226.0,11148.0,9.62,0,98,SUP005,2015-08-18,1,2026-05-24
532,Laptops Model 216,Electronics,Laptops,Brand28,110711.0,69790.0,8.21,0,82,SUP052,2021-05-21,1,2026-05-24
533,Bedding Model 398,Home & Kitchen,Bedding,Brand50,22002.0,13042.0,5.96,0,22,SUP037,2020-10-06,1,2026-05-24
534,Footwear Model 643,Fashion,Footwear,Brand35,11733.0,7597.0,19.97,0,40,SUP030,2019-08-26,1,2026-05-24
535,Appliances Model 668,Home & Kitchen,Appliances,Brand15,40254.0,22645.0,3.59,0,75,SUP079,2017-11-24,1,2026-05-24
536,Men Clothing Model 263,Fashion,Men Clothing,Brand13,11065.0,6892.0,9.91,0,97,SUP041,2020-04-18,0,2026-05-24
537,Staples Model 580,Grocery,Staples,Brand11,1159.0,541.0,8.34,1,15,SUP092,2017-09-08,1,2026-05-24
538,Staples Model 677,Grocery,Staples,Brand28,1622.0,664.0,1.21,1,43,SUP023,2019-10-13,1,2026-05-24
539,Laptops Model 626,Electronics,Laptops,Brand45,2822.0,1718.0,6.22,0,97,SUP005,2020-12-06,1,2026-05-24
540,Beverages Model 995,Grocery,Beverages,Brand28,729.0,302.0,5.72,1,93,SUP078,2019-02-24,1,2026-05-24
541,Appliances Model 636,Home & Kitchen,Appliances,Brand09,19149.0,8165.0,8.06,0,62,SUP053,2021-04-26,1,2026-05-24
542,Tablets Model 360,Electronics,Tablets,Brand21,108179.0,60253.0,19.88,0,77,SUP085,2017-01-03,1,2026-05-24
543,Haircare Model 959,Beauty,Haircare,Brand17,504.0,297.0,12.92,0,39,SUP023,2021-12-22,0,2026-05-24
544,Cookware Model 257,Home & Kitchen,Cookware,Brand25,8643.0,3833.0,3.02,0,18,SUP051,2021-11-17,1,2026-05-24
545,Headphones Model 214,Electronics,Headphones,Brand05,65234.0,26678.0,17.39,0,95,SUP028,2020-02-16,1,2026-05-24
546,Cookware Model 295,Home & Kitchen,Cookware,Brand25,27488.0,12351.0,18.99,0,54,SUP100,2019-12-29,1,2026-05-24
547,Beverages Model 417,Grocery,Beverages,Brand44,1704.0,857.0,16.68,1,69,SUP034,2019-04-26,1,2026-05-24
548,Outdoor Model 904,Sports,Outdoor,Brand22,1455.0,616.0,10.04,0,26,SUP074,2017-07-02,1,2026-05-24
549,Furniture Model 403,Home & Kitchen,Furniture,Brand47,31135.0,17396.0,17.58,0,62,SUP086,2021-10-02,1,2026-05-24
550,Headphones Model 300,Electronics,Headphones,Brand28,38775.0,16581.0,5.73,0,51,SUP073,2019-09-12,1,2026-05-24
551,Headphones Model 322,Electronics,Headphones,Brand44,94694.0,45760.0,8.84,0,33,SUP019,2015-06-18,1,2026-05-24
552,Haircare Model 204,Beauty,Haircare,Brand19,356.0,210.0,2.35,0,92,SUP079,2019-09-16,0,2026-05-24
553,Mobile Phones Model 768,Electronics,Mobile Phones,Brand05,90031.0,54293.0,12.09,0,43,SUP081,2019-11-18,1,2026-05-24
554,Beverages Model 266,Grocery,Beverages,Brand23,1423.0,904.0,11.0,1,20,SUP045,2022-09-22,1,2026-05-24
555,Outdoor Model 298,Sports,Outdoor,Brand47,19765.0,12532.0,19.02,0,24,SUP083,2018-01-08,1,2026-05-24
556,Haircare Model 935,Beauty,Haircare,Brand24,2420.0,1557.0,2.03,0,98,SUP012,2021-04-01,1,2026-05-24
557,Snacks Model 738,Grocery,Snacks,Brand07,1104.0,609.0,15.78,1,28,SUP074,2016-12-23,1,2026-05-24
558,Accessories Model 111,Fashion,Accessories,Brand18,11984.0,5276.0,1.7,0,90,SUP092,2022-01-20,0,2026-05-24
559,Cricket Model 304,Sports,Cricket,Brand08,23830.0,12855.0,7.96,0,26,SUP068,2019-06-10,1,2026-05-24
560,Cricket Model 338,Sports,Cricket,Brand05,28650.0,12569.0,13.02,0,24,SUP085,2021-11-14,0,2026-05-24
561,Skincare Model 413,Beauty,Skincare,Brand29,4798.0,2110.0,1.75,0,17,SUP055,2019-07-09,1,2026-05-24
562,Cookware Model 648,Home & Kitchen,Cookware,Brand13,25490.0,12095.0,18.67,0,44,SUP093,2016-04-16,1,2026-05-24
563,Beverages Model 532,Grocery,Beverages,Brand15,607.0,318.0,4.58,1,68,SUP076,2020-08-18,1,2026-05-24
564,Women Clothing Model 481,Fashion,Women Clothing,Brand38,6425.0,3053.0,5.11,0,13,SUP049,2017-10-31,1,2026-05-24
565,Staples Model 300,Grocery,Staples,Brand03,325.0,142.0,6.96,1,51,SUP077,2019-08-11,1,2026-05-24
566,Beverages Model 512,Grocery,Beverages,Brand16,672.0,375.0,11.06,1,70,SUP004,2015-04-02,0,2026-05-24
567,Haircare Model 184,Beauty,Haircare,Brand27,1775.0,1104.0,8.26,0,34,SUP010,2021-03-05,1,2026-05-24
568,Tablets Model 287,Electronics,Tablets,Brand19,47141.0,23263.0,7.79,0,57,SUP067,2015-11-23,1,2026-05-24
569,Men Clothing Model 430,Fashion,Men Clothing,Brand27,504.0,239.0,6.6,0,71,SUP035,2015-04-19,1,2026-05-24
570,Beverages Model 467,Grocery,Beverages,Brand22,1930.0,1232.0,3.69,1,86,SUP023,2019-01-15,1,2026-05-24
571,Mobile Phones Model 503,Electronics,Mobile Phones,Brand25,15313.0,8407.0,16.32,0,98,SUP019,2016-07-12,1,2026-05-24
572,Makeup Model 665,Beauty,Makeup,Brand03,3659.0,1933.0,2.01,0,30,SUP040,2017-03-02,1,2026-05-24
573,Tablets Model 554,Electronics,Tablets,Brand28,97386.0,53041.0,13.84,0,41,SUP083,2021-05-25,1,2026-05-24
574,Headphones Model 343,Electronics,Headphones,Brand48,81823.0,48449.0,11.96,0,55,SUP022,2017-02-23,1,2026-05-24
575,Cricket Model 395,Sports,Cricket,Brand03,28666.0,12746.0,18.24,0,27,SUP034,2015-02-04,1,2026-05-24
576,Staples Model 411,Grocery,Staples,Brand05,1906.0,814.0,9.01,1,58,SUP015,2020-02-17,1,2026-05-24
577,Women Clothing Model 290,Fashion,Women Clothing,Brand01,3952.0,2130.0,8.33,0,32,SUP051,2019-07-28,1,2026-05-24
578,Football Model 279,Sports,Football,Brand12,20625.0,10960.0,16.08,0,28,SUP015,2017-04-27,1,2026-05-24
579,Beverages Model 906,Grocery,Beverages,Brand23,207.0,87.0,10.59,1,42,SUP007,2021-02-04,1,2026-05-24
580,Headphones Model 346,Electronics,Headphones,Brand16,52050.0,29417.0,11.17,0,76,SUP031,2020-05-15,1,2026-05-24
581,Fitness Equipment Model 515,Sports,Fitness Equipment,Brand14,13746.0,6949.0,4.05,0,38,SUP071,2018-10-16,0,2026-05-24
582,Staples Model 652,Grocery,Staples,Brand17,80.0,38.0,6.36,1,29,SUP069,2019-02-15,1,2026-05-24
583,Cricket Model 986,Sports,Cricket,Brand50,27499.0,16901.0,9.38,0,57,SUP025,2015-09-24,1,2026-05-24
584,Skincare Model 480,Beauty,Skincare,Brand26,1969.0,852.0,13.87,0,99,SUP007,2021-11-12,1,2026-05-24
585,Headphones Model 613,Electronics,Headphones,Brand34,55208.0,28671.0,10.25,0,56,SUP082,2021-04-26,1,2026-05-24
586,Makeup Model 101,Beauty,Makeup,Brand18,1561.0,646.0,6.74,0,24,SUP006,2015-01-31,1,2026-05-24
587,Staples Model 373,Grocery,Staples,Brand19,135.0,57.0,18.41,1,84,SUP031,2018-03-29,1,2026-05-24
588,Bedding Model 846,Home & Kitchen,Bedding,Brand44,11150.0,5026.0,16.13,0,10,SUP043,2018-04-09,1,2026-05-24
589,Appliances Model 980,Home & Kitchen,Appliances,Brand02,49109.0,26445.0,14.8,0,72,SUP064,2022-07-10,1,2026-05-24
590,Staples Model 970,Grocery,Staples,Brand18,800.0,473.0,19.68,1,33,SUP075,2017-03-27,1,2026-05-24
591,Football Model 524,Sports,Football,Brand42,19792.0,11296.0,15.69,0,100,SUP062,2019-04-19,1,2026-05-24
592,Men Clothing Model 510,Fashion,Men Clothing,Brand10,7574.0,3065.0,9.71,0,55,SUP066,2016-03-02,1,2026-05-24
593,Football Model 345,Sports,Football,Brand35,3129.0,1734.0,15.69,0,22,SUP051,2021-05-16,1,2026-05-24
594,Women Clothing Model 595,Fashion,Women Clothing,Brand22,7387.0,3730.0,11.78,0,83,SUP013,2018-03-27,0,2026-05-24
595,Laptops Model 824,Electronics,Laptops,Brand08,70135.0,29801.0,2.42,0,56,SUP064,2021-06-24,1,2026-05-24
596,Men Clothing Model 994,Fashion,Men Clothing,Brand08,6761.0,4355.0,1.29,0,52,SUP023,2020-04-30,1,2026-05-24
597,Football Model 458,Sports,Football,Brand07,15405.0,9583.0,7.68,0,95,SUP055,2020-11-11,1,2026-05-24
598,Appliances Model 831,Home & Kitchen,Appliances,Brand47,3985.0,2284.0,4.31,0,83,SUP019,2018-07-09,0,2026-05-24
599,Women Clothing Model 626,Fashion,Women Clothing,Brand29,14606.0,6206.0,18.22,0,75,SUP006,2022-12-21,1,2026-05-24
600,Tablets Model 425,Electronics,Tablets,Brand20,77058.0,31110.0,15.81,0,82,SUP061,2018-11-04,1,2026-05-24
601,Furniture Model 657,Home & Kitchen,Furniture,Brand31,11631.0,6004.0,3.93,0,52,SUP025,2022-03-31,1,2026-05-24
602,Bedding Model 634,Home & Kitchen,Bedding,Brand28,20585.0,10637.0,7.27,0,62,SUP097,2021-06-19,1,2026-05-24
603,Cricket Model 340,Sports,Cricket,Brand20,24898.0,14302.0,3.15,0,79,SUP039,2017-09-26,1,2026-05-24
604,Haircare Model 481,Beauty,Haircare,Brand17,4409.0,2840.0,2.84,0,82,SUP086,2019-01-10,1,2026-05-24
605,Mobile Phones Model 189,Electronics,Mobile Phones,Brand25,114252.0,58213.0,2.09,0,36,SUP094,2021-03-01,1,2026-05-24
606,Women Clothing Model 281,Fashion,Women Clothing,Brand03,321.0,185.0,13.59,0,53,SUP055,2017-01-30,1,2026-05-24
607,Footwear Model 855,Fashion,Footwear,Brand10,7586.0,3585.0,18.82,0,61,SUP021,2019-05-05,1,2026-05-24
608,Outdoor Model 605,Sports,Outdoor,Brand06,26937.0,17361.0,12.4,0,40,SUP043,2021-10-02,1,2026-05-24
609,Football Model 685,Sports,Football,Brand07,4889.0,2123.0,6.71,0,81,SUP018,2020-12-02,1,2026-05-24
610,Skincare Model 932,Beauty,Skincare,Brand28,3757.0,1976.0,7.14,0,86,SUP001,2015-05-18,1,2026-05-24
611,Beverages Model 517,Grocery,Beverages,Brand32,433.0,244.0,17.33,1,99,SUP045,2015-02-15,1,2026-05-24
612,Women Clothing Model 985,Fashion,Women Clothing,Brand39,4887.0,2720.0,9.89,0,68,SUP090,2017-06-11,1,2026-05-24
613,Footwear Model 942,Fashion,Footwear,Brand01,12657.0,7239.0,2.73,0,43,SUP010,2018-04-13,0,2026-05-24
614,Football Model 220,Sports,Football,Brand20,10753.0,6848.0,15.99,0,68,SUP018,2018-06-09,1,2026-05-24
615,Fitness Equipment Model 296,Sports,Fitness Equipment,Brand32,7450.0,4744.0,14.09,0,74,SUP019,2019-10-06,0,2026-05-24
616,Appliances Model 181,Home & Kitchen,Appliances,Brand44,14320.0,5795.0,5.15,0,89,SUP023,2016-09-21,1,2026-05-24
617,Footwear Model 108,Fashion,Footwear,Brand38,2166.0,919.0,7.39,0,24,SUP071,2018-03-31,1,2026-05-24
618,Cricket Model 743,Sports,Cricket,Brand47,24117.0,11176.0,3.25,0,62,SUP033,2017-10-30,0,2026-05-24
619,Skincare Model 277,Beauty,Skincare,Brand38,2448.0,1508.0,18.47,0,19,SUP030,2022-01-09,1,2026-05-24
620,Headphones Model 330,Electronics,Headphones,Brand35,39817.0,20978.0,0.19,0,94,SUP046,2020-03-11,1,2026-05-24
621,Beverages Model 553,Grocery,Beverages,Brand44,833.0,495.0,10.56,1,54,SUP098,2016-02-16,1,2026-05-24
622,Makeup Model 949,Beauty,Makeup,Brand26,3018.0,1688.0,6.35,0,53,SUP091,2016-02-09,1,2026-05-24
623,Makeup Model 741,Beauty,Makeup,Brand16,3210.0,1580.0,10.35,0,60,SUP027,2017-04-29,1,2026-05-24
624,Dairy Model 637,Grocery,Dairy,Brand11,1170.0,589.0,12.49,1,20,SUP028,2015-08-04,1,2026-05-24
625,Accessories Model 266,Fashion,Accessories,Brand06,2352.0,1273.0,18.34,0,56,SUP050,2022-04-04,1,2026-05-24
626,Cookware Model 358,Home & Kitchen,Cookware,Brand49,4783.0,2251.0,1.98,0,95,SUP097,2015-08-27,1,2026-05-24
627,Smart TV Model 402,Electronics,Smart TV,Brand04,38073.0,24405.0,12.66,0,39,SUP068,2017-03-05,1,2026-05-24
628,Staples Model 880,Grocery,Staples,Brand08,1892.0,886.0,6.5,1,32,SUP022,2022-12-19,1,2026-05-24
629,Makeup Model 353,Beauty,Makeup,Brand19,1640.0,890.0,6.11,0,39,SUP086,2017-07-09,1,2026-05-24
630,Outdoor Model 674,Sports,Outdoor,Brand30,23204.0,9872.0,13.25,0,57,SUP087,2016-12-24,1,2026-05-24
